images_name,sentiment category,sentiment degree,intention detection,offensiveness detection,metaphor occurrence,metaphor category,target domain,source domain,target modality,source modality,Language
E_image_ (2846).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1484).jpg,6(hate),2(moderately),1(interactive),0(non-offensive),1,complementary,aliens,cat,text,image,EN
E_image_ (460).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,complementary,drug,woman,text,image,EN
E_image_ (2248).jpg,2(love),1(slightly),2(expressive),1(slightly),0,,,,,,EN
E_image_ (111).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,complementary,knowledge;skills,book;book,text,image,EN
E_image_ (2826).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1896).jpg,3(anger),2(moderately),2(expressive),1(slightly),0,,,,,,EN
E_image_ (3731).jpg,1(happiness),1(slightly),4(offensive),2(moderately),0,,,,,,EN
E_image_ (2237).jpg,4(sorrow),1(slightly),2(expressive),1(slightly),0,,,,,,EN
E_image_ (3630).jpg,4(sorrow),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (450).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,text dominant,trash,music,text,text,EN
E_image_ (1141).jpg,2(love),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2291).jpg,6(hate),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (725).jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,text dominant,sunshine,you,text,text,EN
E_image_ (1059).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (4).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,image dominant,food,cat,image,image,EN
E_image_ (84).jpg,5(fear),1(slightly),2(expressive),0(non-offensive),1,complementary,Corona;Student,cat;mouse,text,image,EN
E_image_ (1474).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1923).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2233).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (425).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,text dominant,storage,cloud,text,text,EN
E_image_ (884).jpg,7(surprise),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2992).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3650).jpg,4(sorrow),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (555).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,image dominant,knife,iphone,image,image,EN
E_image_ (1230).jpg,1(happiness),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2510).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3644).jpg,3(anger),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (959).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (3398).jpg,4(sorrow),2(moderately),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3618).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (227).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,complementary,flower,dog,complementary,image,EN
E_image_ (2635).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3204).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3522).jpg,7(surprise),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3961).jpg,1(happiness),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (2342).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1850).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (863).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3885).jpg,7(surprise),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (2796).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3888).jpg,1(happiness),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3547).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (563).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,complementary,you;goverment,puppet;hand,text,image,EN
E_image_ (3707).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1688).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2655).jpg,5(fear),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (1161).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2357).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3316).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (169).jpg,6(hate),2(moderately),4(offensive),1(slightly),1,text dominant,transmitted disease,life,text,text,EN
E_image_ (3829).jpg,7(surprise),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2307).jpg,6(hate),2(moderately),4(offensive),2(moderately),0,,,,,,EN
E_image_ (2568).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3182).jpg,6(hate),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (3249).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2150).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2754).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3775).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1136).jpg,2(love),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3870).jpg,1(happiness),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (711).jpg,6(hate),1(slightly),3(entertaining),1(slightly),1,complementary,marriage;wedding;hell,dextroversion;vertical;marriage,text,image,EN
E_image_ (3483).jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,text dominant,perspective,life,text,text,EN
E_image_ (3903).jpg,7(surprise),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (3974).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (252).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,complementary,love;hate,way;way,text,image,EN
E_image_ (342).jpg,3(anger),2(moderately),3(entertaining),0(non-offensive),1,image dominant,shark,tomato,image,image,EN
E_image_ (3390).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),1,complementary,half of the cast dying;fans laughing about big tiddy milk,sea wave;man,text,image,EN
E_image_ (3480).jpg,3(anger),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (762).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,text dominant,key,perfection,text,text,EN
E_image_ (3685).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2733).jpg,3(anger),2(moderately),4(offensive),2(moderately),1,complementary,Trump,cat,text,image,EN
E_image_ (2170).jpg,1(happiness),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3717).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3529).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1838).jpg,6(hate),1(slightly),3(entertaining),0(non-offensive),1,image dominant,man;woman,Donald Trump;Kim Jong-un,image,image,EN
E_image_ (649).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,image dominant,kidney,iphone,image,image,EN
E_image_ (773).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,text dominant,strength,union,text,complementary,EN
E_image_ (3289).jpg,3(anger),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (646).jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,complementary,woundplast;wound,Garlic bread;life spiraling out of control,image,text,EN
E_image_ (3516).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,text dominant,episode,life,text,text,EN
E_image_ (2194).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2006).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (599).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,complementary,peace,pigeon,text,image,EN
E_image_ (140).jpg,3(anger),1(slightly),4(offensive),2(moderately),1,complementary,Republican,elephant,text,image,EN
E_image_ (2592).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (55).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,complementary,me;34.9;34.2,bear;bear;bear,text,image,EN
E_image_ (2140).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2132).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (687).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,image dominant,insomnia,sheep,image,image,EN
E_image_ (430).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),1,complementary,trash,me,image,text,EN
E_image_ (3451).jpg,6(hate),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3104).jpg,3(anger),1(slightly),2(expressive),1(slightly),0,,,,,,EN
E_image_ (1930).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1336).jpg,1(happiness),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3245).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3914).jpg,3(anger),1(slightly),2(expressive),1(slightly),0,,,,,,EN
E_image_ (3305).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3056).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2866).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (620).jpg,5(fear),1(slightly),2(expressive),0(non-offensive),1,text dominant,hope,you,text,text,EN
E_image_ (2166).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (721).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),1,image dominant,insomnia,sheep,image,image,EN
E_image_ (462).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,text dominant,a hell of drug,cocaine,text,text,EN
E_image_ (3410).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3255).jpg,4(sorrow),2(moderately),3(entertaining),1(slightly),0,,,,,,EN
E_image_ (2062).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (210).jpg,6(hate),2(moderately),2(expressive),0(non-offensive),1,complementary,Youtubers;lawyers,Spongebob squarepants;dog,text,image,EN
E_image_ (1418).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2295).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (851).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2416).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1348).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2925).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2562).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,image dominant,meadow,money,image,image,EN
E_image_ (192).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,complementary,USA;Japan,lion;monkey,text,image,EN
E_image_ (642).jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,complementary,woundplast;wound,the nbhd;all my life problems,image,text,EN
E_image_ (2527).jpg,6(hate),1(slightly),3(entertaining),1(slightly),0,,,,,,EN
E_image_ (1129).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1828).jpg,6(hate),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (437).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,text dominant,treasure,trash,text,text,EN
E_image_ (86).jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,complementary,knowledge,car,text,image,EN
E_image_ (1050).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,complementary,bird,cat,text,image,EN
E_image_ (2948).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3689).jpg,3(anger),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1249).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2288).jpg,6(hate),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (1101).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2942).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3440).jpg,5(fear),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1075).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3884).jpg,5(fear),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3649).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (717).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,complementary,me,woman,text,image,EN
E_image_ (1625).jpg,6(hate),2(moderately),3(entertaining),0(non-offensive),1,complementary,less,wine,text,image,EN
E_image_ (2993).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3798).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (320).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),1,complementary,me;doorknob,cat;branch,text,image,EN
E_image_ (3436).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,text dominant,mistake,facebook,text,text,EN
E_image_ (537).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,complementary,me,cat,text,image,EN
E_image_ (2045).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2463).jpg,3(anger),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (2418).jpg,3(anger),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (3243).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1159).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1878).jpg,4(sorrow),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (1893).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (818).jpg,6(hate),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3298).jpg,6(hate),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3216).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3849).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2573).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (685).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,complementary,your tutor,cat,text,image,EN
E_image_ (3990).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (913).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1144).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1301).jpg,1(happiness),1(slightly),4(offensive),2(moderately),1,text dominant,feminism,trolls,text,text,EN
E_image_ (1726).jpg,3(anger),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1782).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (743).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,image dominant,Republican,elephant,image,image,EN
E_image_ (1288).jpg,7(surprise),1(slightly),3(entertaining),1(slightly),0,,,,,,EN
E_image_ (3197).jpg,6(hate),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (3124).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3617).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3904).jpg,6(hate),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1026).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3203).jpg,6(hate),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (820).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1917).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1226).jpg,2(love),3(very),3(entertaining),0(non-offensive),1,complementary,me;picking something to watch;hot dinner,man;woman;woman,text,image,EN
E_image_ (3762).jpg,4(sorrow),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1743).jpg,3(anger),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1109).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (844).jpg,3(anger),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2504).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2971).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1594).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1392).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (1134).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3073).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2280).jpg,1(happiness),1(slightly),4(offensive),0(non-offensive),1,complementary,crowd,nike,image,complementary,EN
E_image_ (3982).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (1972).jpg,6(hate),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (2361).jpg,1(happiness),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (948).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1894).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (562).jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,text dominant,money,time,text,text,EN
E_image_ (1145).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2764).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (937).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,complementary,metal trenches;mainstream metal sales,girl;house,text,image,EN
E_image_ (1184).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3590).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1300).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1742).jpg,1(happiness),1(slightly),1(interactive),1(slightly),0,,,,,,EN
E_image_ (3215).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1669).jpg,5(fear),2(moderately),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3361).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1588).jpg,1(happiness),3(very),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (3085).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2698).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3828).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1436).jpg,7(surprise),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (673).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,complementary,marshmallow,white cylinder,text,image,EN
E_image_ (3896).jpg,1(happiness),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (3699).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1732).jpg,3(anger),3(very),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1554).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (1646).jpg,3(anger),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2522).jpg,4(sorrow),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2845).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2070).jpg,1(happiness),1(slightly),4(offensive),2(moderately),1,text dominant,Indian law,floor,text,text,EN
E_image_ (3449).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3504).jpg,5(fear),1(slightly),3(entertaining),0(non-offensive),1,image dominant,snail,cat,image,image,EN
E_image_ (3274).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3225).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3709).jpg,1(happiness),2(moderately),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2128).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
